大学八级英语单词|abase|英[ə'beɪs] 美[ə'beɪs]|v.降低……的地位；降低……的品格；贬低|The president is not willing to abase himself before the nation.|总统不愿在全国人民面前降低自己的威信。|大学八级英语单词
大学八级英语单词|pachyderm|英['pækidɜːm] 美['pækidɜːrm]|n.厚皮动物|Soar high above Fantasyland aboard everyone's favorite pachyderm.<br>And a pachyderm turns Picasso at a safari park in Britain.<br>In my opinion, a human born with a nose like a pachyderm is more a goblin than a person.<br>Fao Schwarz, Pachyderm Entertainment, Fuji Televeision Network, Inc./ Kyodo Tokyo, Inc.<br>Rounded up in Mysore, India's famous wild elephant drive, a pint-size pachyderm splashes through a stream between two adults, all destined for domestication.|登上人见人爱的小飞象，在幻想世界的天空里展翅高飞。<br>在英国的野生动物园，一头大象已经超过毕加索了。<br>依我看，人要是长了像大象一样的长鼻子，简直就是怪物，哪还算是人？<br>副制作人：<br>印度著名的一条野生大象河，一只小象在两只成年大象之间通过一道水花飞溅的小溪，这些象是被围捕过来驯化的。|大学八级英语单词
大学八级英语单词|pacify|英['pæsɪfaɪ] 美['pæsɪfaɪ]|v.使……平静；抚慰；安慰|She knew that he had become delirious, and tried to pacify him.<br>He tried to pacify the protesters with promise of reform.<br>I bought an ice cream to pacify my crying daughter.|她知道他已经神志昏迷起来了，极力想使他镇静下来。<br>他试图以改革的承诺安抚抗议者。<br>我买了个冰淇淋来抚慰哭泣的女儿。|大学八级英语单词
大学八级英语单词|padding|英['pædɪŋ] 美['pædɪŋ]|n.垫充；垫塞；填料；废话|Some of these had padding at the ears also to deafen the wearer to some degree and these would be put on girls who were truly rebellious.<br>The present paper has prepared the butyl rubber sealant, and through changes padding to fill in completely studies the sealant each physical performance.|有些面具在耳朵的部分还有填料，可以让佩带者无法听到声音，那些真正反抗的女孩可能会被带上这样的面具。<br>本论文制备了丁基橡胶密封胶，并通过改变其中的填料的填充量来研究密封胶的各种物理性能。|大学八级英语单词
大学八级英语单词|paean|英['piːən] 美['piːən]|n.欢乐歌；赞美歌|It is a paean of the history of mankind.|那是人类历史上不断重演着的赞歌。|大学八级英语单词
大学八级英语单词|painstaking|英['peɪnzteɪkɪŋ] 美['peɪnzteɪkɪŋ]|adj.辛苦的；勤勉的；十分小心的<br>n.辛苦；苦心；工夫|He has finally cracked the system after years of painstaking research.|经过数年的艰苦研究，他最终破译了该系统。|大学八级英语单词
大学八级英语单词|palatable|英['pælətəbl] 美['pælətəbl]|adj.美味的；使人愉快的；遂心如意的|Mother provides palatable meals for our family every day.<br>My advice may not be palatable, but they were sincerely meant.<br>The truth is not always very palatable .|母亲每天为家人烹制美味的三餐。<br>我的劝告也许不令人愉快，但用意却甚诚恳。<br>事实真相并非尽如人意。|大学八级英语单词
大学八级英语单词|palatial|英[pə'leɪʃl] 美[pə'leɪʃl]|adj.宫殿般的；宏伟的|He shares this palatial apartment with me.<br>Palatial office buildings are being constructed in the city.<br>But as I stood in the garden of the US ambassador's palatial mansion, I heard a very different view.|他和我合住这间宫殿一般的房间。<br>那个城市正在兴建一些宫殿式办公大楼。<br>但是当我站在宏伟的美国大使馆的花园里，听到的却是完全不同的另一种看法。|大学八级英语单词
大学八级英语单词|pall|英[pɔːl] 美[pɔːl]|n.遮盖物；幕；棺罩<br>v.变得平淡乏味；感到腻烦；覆盖；盖上棺罩|A pall of mystery seem to hang over it all.<br>A pall of smoke hung over the town.<br>An unvaried pall of cloud muffled the whole expanse of sky from zenith to horizon.<br>It stands on two trestles, under the pall.<br>The pleasures of sunbathing began to pall on us after a week on the beach.<br>The novelty will soon pall on them.<br>His interest in his new job soon began to pall.|整个事件似乎笼罩上一层神秘的气氛。<br>市镇上空笼罩着一层烟幕。<br>一望无际的云幕蒙住了从天顶到地乎线的整个夜空。<br>它被安放在两个木架上，上面盖了一块盖棺布。<br>我们在沙滩上呆了一周之后，对日光浴已经兴致大减。<br>那种新奇不久就会使他们感到厌倦。<br>他对那份新工作很快便失去了兴趣。|大学八级英语单词
大学八级英语单词|palliate|英['pælieɪt] 美['pælieɪt]|vt.减轻；缓和；辩解|Organizations for writers palliate the writer's loneliness but I doubt if they improve his writing.|组织对作家减轻作家的寂寞但是我怀疑如果他们改良他的写作。|大学八级英语单词
大学八级英语单词|pallid|英['pælɪd] 美['pælɪd]|adj.苍白的；暗淡的；无生气的|You look a bit pallid,do you feel all right?<br>His pallid skin was sensitive to the glaring sun.|你脸色有点苍白，你没事儿吧？<br>他苍白的皮肤对耀眼的阳光很敏感。|大学八级英语单词
大学八级英语单词|palmy|英['pɑːmi] 美['pɑːmi]|adj.棕榈的；多棕榈的；繁荣的|He was born in the palmy days of peace.<br>Palmy times for stockbrokers.|他出生于和平的兴盛时期。<br>股票经纪人的繁荣时代|大学八级英语单词
大学八级英语单词|palpable|英['pælpəbl] 美['pælpəbl]|adj.易觉察的；可摸到的；明显的|The tension in the room was almost palpable.<br>None of the vessels and nerves of the hand is visible or palpable.<br>There is a palpable difference in their ages.<br>A sense of urgency was palpable in Bali.|屋子里的紧张气氛几乎能感觉到。<br>手的血管和神经不能看到或摸到。<br>他们的年龄有着明显的差别。<br>紧迫意识在巴厘岛会议中十分明显。|大学八级英语单词
大学八级英语单词|palter|英['pɔːltə] 美['pɔːltə]|vi.含糊其词；马虎处理；讨价还价；敷衍了事|Please answer my questions quickly and properly, not palter with them.|请马上准备回答我的问题，不要含糊其辞。|大学八级英语单词
大学八级英语单词|paltry|英['pɔːltri] 美['pɔːltri]|adj.微不足道的；琐碎的；无价值的；可鄙的|His influence on this matter is paltry.<br>This is a paltry sum to pay for such a masterpiece.<br>It's paltry to do that job.<br>How can you deliberately get up such paltry falsehoods?|他对这件事的影响是微不足道的。<br>对这样一部杰作只付这么一点钱，未免太少了。<br>做这件工作是毫无价值的。<br>你怎么能故意编造出这么卑鄙的谎话？|大学八级英语单词
大学八级英语单词|panache|英[pə'næʃ] 美[pə'næʃ]|n.羽饰；炫耀；假威风|They displayed none of the panache, drive, imagination or willingness to take risks which this operation demanded.|他们没有什么炫耀，驱使，想象或者自发地去冒险。|大学八级英语单词
大学八级英语单词|pancreas|英['pæŋkriəs] 美['pæŋkriəs]|n.胰脏|I didn't even know what a pancreas was.<br>Metastasis of renal cell carcinoma to the pancreas is uncommon.|我当时甚至不知道胰脏究竟是什么。<br>摘要肾细胞癌很少转移到胰脏。|大学八级英语单词
大学八级英语单词|pandemic|英[pæn'demɪk] 美[pæn'demɪk]|adj.全国流行的<br>n.流行病|The risk of pandemic influenza is serious.<br>The flu was arrested before it became a pandemic.<br>The bird flu pandemic is well controlled.|全球流感的危险性非常严重。<br>流感在变成流行病之前被控制住了。<br>禽流感疫情控制得非常好。|大学八级英语单词
大学八级英语单词|pandemonium|英[ˌpændə'məʊniəm] 美[ˌpændə'moʊniəm]|n.喧嚣；极端混乱嘈杂的地方|There was pandemonium when the news was announced.<br>Pandemonium reigned in the classroom until the teacher arrived.|消息宣布後一片混乱。<br>教师来到之前教室里乱哄哄的。|大学八级英语单词
大学八级英语单词|panegyric|英[ˌpænə'dʒɪrɪk] 美[ˌpænə'dʒɪrɪk]|n.赞辞；夸大的颂词|That is why that stock option enjoys panegyric when it appeared.<br>Listen to the panegyric which neighbor makes of neighbor.|正因为如此，股票期权从一产生就备受推崇。<br>听听邻居是怎样恭维邻居的吧。|大学八级英语单词
大学八级英语单词|panoramic|英[ˌpænə'ræmɪk] 美[ˌpænə'ræmɪk]|adj.全景的|Most rooms enjoy panoramic views of the sea.<br>The new machine design also supports this excellent panoramic view.|大多数房间都能看到海的全景。<br>新机器的整体设计提供了最佳的全景视野。|大学八级英语单词
大学八级英语单词|parable|英['pærəbl] 美['pærəbl]|n.寓言；比喻|She was very inspired by the parable.<br>In the eleventh parable in Luke Jesus uses a lamp.<br>This parable explained an interest relationship with knowledge.|她从这则寓言中得到了启示。<br>耶稣用灯做为第十一个比喻。<br>这个比喻说明了兴趣与知识的关系。|大学八级英语单词
大学八级英语单词|paradigm|英['pærədaɪm] 美['pærədaɪm]|n.范例；示范；典范；[语]词形变化表|There's no paradigm to follow in this new industry.<br>No prevailing paradigm in science lasts forever.<br>We now see paradigms and paradigm overthrows everywhere, inside of science and out.<br>The Aristotelian paradigm prefers the frog perspective, whereas the Platonic paradigm prefers the bird perspective.|在这个崭新的行业里没有范例可做参考。<br>科学中没有任何流行范式能够存在永远。<br>我们现在可以随处看到典范和推翻典范的事例，无论在科学还是其他方面。<br>亚里士多德的典范偏向蛙的眼光，而柏拉图的典范偏向鸟的眼光。|大学八级英语单词
大学八级英语单词|paradox|英['pærədɒks] 美['pærədɑːks]|n.悖论；似非而是的论点；自相矛盾的话|The gorilla is something of a paradox in the African scene.<br>This paradox cannot be explained, you have to experience it.<br>Paradox and irony are characteristics of her style.<br>`More haste, less speed' is a well-known paradox.<br>It is a paradox that such a rich country should have so many poor people living in it.|在非洲大舞台上大猩猩有点象似是而非的隽语。<br>这种悖论是不能解释的，你必须经历它。<br>她善於运用似非而是的隽语和反语。<br>｀欲速不达＇是人所熟知的隽语。<br>如此富足的国家竟有如此多的穷人，这是个矛盾的现实。|大学八级英语单词
大学八级英语单词|paragon|英['pærəɡən] 美['pærəɡɑːn]|n.模范；典型<br>v.与……比较；比得上|I make no claim to be a paragon.<br>My young lady was no philosopher, and no paragon of patience.<br>She is a paragon of virtue.<br>The professor is a paragon of virtue and learning.|我决不认为自己是完人。<br>我的小姐不是一个哲人，不是一个忍耐的模范。<br>她是美德的典范。<br>这位教授堪称为人师表。|大学八级英语单词
大学八级英语单词|paramount|英['pærəmaʊnt] 美['pærəmaʊnt]|adj.极为重要的；至高无上的<br>n.最高统治者<br>Paramount.<br>n.派拉蒙（美电影公司）|This matter is of paramount importance.<br>The reduction of unemployment should be paramount.<br>These constitutions are paramount.<br>This duty is paramount to all the others.<br>I got it from paramount pictures website.<br>MGM, Paramount, and Columbia are all majors in film industry.|此事至关重要。<br>降低失业率应是头等大事。<br>这些宪法至高无上。<br>没有比这更重要的义务了。<br>我从绝好的图片站点找到的东西。<br>米高梅、派拉蒙和哥伦比亚都是电影业的大公司。|大学八级英语单词
大学八级英语单词|paranoia|英[ˌpærə'nɔɪə] 美[ˌpærə'nɔɪə]|n.偏执狂；妄想狂|Maintain healthy paranoia about competitors.<br>I took a list of the traits of paranoia from a psychiatrist recently.<br>But Rachel continued to lapse into bouts of paranoia and aggression.|对竞争者要保持一种健康的偏执狂心态。<br>最近，我从一位精神病医生那里拿来一张妄想狂症状的单子。<br>但雷切尔继续陷于一阵阵的妄想狂及侵略行为中。|大学八级英语单词
大学八级英语单词|paraphrase|英['pærəfreɪz] 美['pærəfreɪz]|n.释义；解述；改写<br>v.改写；解述|The teacher amplified the sense by a paraphrase.<br>The paraphrase of the sonnet is easy to understand.<br>Paraphrase this article in 250 words or less.<br>Paraphrase the following passage into two paragraphs.<br>Can you paraphrase his argument here?<br>Can you paraphrase the last paragraph?|老师用转述释义的方法详述了它的意义。<br>该十四行诗的意译易于理解。<br>用不到 250 个字意译出这篇文章。<br>把下面这一节文章意译成两段。<br>你能够解读他的论点吗？<br>你能讲述最后一段吗？|大学八级英语单词
大学八级英语单词|parch|英[pɑːtʃ] 美[pɑːrtʃ]|v.烘；烤干；炙烤|But you can parch the clothes with the gas in the kitchen.<br>The fierce sun parched the bare earth.|你用煤气火烤干衣服吧。<br>灼热的阳光炙烤着光秃秃的大地。|大学八级英语单词
大学八级英语单词|parenthesis|英[pə'renθəsɪs] 美[pə'renθəsɪs]|n.圆括号；插入语|The statistics were given in parenthesis.<br>One have to dismount from an idea and get into saddle again at every parenthesis.<br>Note that there are no parenthesis at the end of any of the names.<br>A common syntax error is to omit a parenthesis.<br>I should like to mention another point here by way of parenthesis.|统计数字在括号里。<br>每当遇上一个括号，就叫人不得不从一种想法下马，然后再次骑上马鞍。<br>注意这里的名字后面都没有圆括号。<br>一个常见的语法错误是省略插入语。<br>在这里我想附带再提一下另外一点。|大学八级英语单词
大学八级英语单词|pariah|英[pə'raɪə] 美[pə'raɪə]|n.南印度的最下级民；贱民；被社会遗弃者|A small country with many foes cannot afford to become a pariah.<br>She has been pilloried and turned into a pariah.|有着众多敌人的小国承担不起变成被遗弃贱民的代价。<br>公众嘲笑她，她变成了弃儿。|大学八级英语单词
大学八级英语单词|parity|英['pærəti] 美['pærəti]|n.相等；势均力敌；等值|Eventually, as the technology matu res we are likely to see penetration levels approach parity across all groups.<br>Of all the regions of the non-Western world, only East Asia has the potential to achieve parity with the West.<br>The two sides soon achieved parity.<br>The hardware detected a parity error.<br>The two currencies have now reached parity.|最终，在技术成熟的时候，我们有可能看到差距水平在所有的群体中趋向相等。<br>在所有非西方的地区中，只有东亚才有这个潜能和西方平起平坐。<br>双方很快就达到了平局。<br>硬件检测到奇偶校验错误。<br>这两种货币现已达到同等价值。|大学八级英语单词
大学八级英语单词|parlance|英['pɑːləns] 美['pɑːrləns]|n.说法；用语；语调；辩论|In naval parlance,the left side of a ship is the port side.|用海军的说法来说，船的左边称为左舷。|大学八级英语单词
大学八级英语单词|parody|英['pærədi] 美['pærədi]|n.仿作；拙劣的模仿<br>v.拙劣模仿；作模仿诗文|Time is the wealth of change, but the clock in its parody makes it.<br>She has become a grotesque parody of her former elegant self.<br>The trial was a parody of justice.<br>His style has often been parodied.|时间是变化的财富。时钟模仿它，却只有变化而无财富。<br>她成为了以前那个举止优雅的自己的怪诞模仿品。<br>这次审判是对公正的一次拙劣的模拟。<br>他的风格经常被拙劣地模仿。|大学八级英语单词
大学八级英语单词|paroxysm|英['pærəksɪzəm] 美['pærəksɪzəm]|n.（疾病周期性）发作；（感情）爆发|The smoking will raise the cancer paroxysm outbreak rate.|吸烟会提高癌症疾病的发病率。|大学八级英语单词
大学八级英语单词|parquetry|英['pɑːkɪtrɪ] 美['pɑːkɪtrɪ]|n.镶木地板艺术或图案|Parquetry in art class inspires students' creativity.|美术课上的镶木工艺激发了学生们的创造力。|大学八级英语单词
大学八级英语单词|parry|英['pæri] 美['pæri]|v.挡开武器或打击；挡开；回避<br>n.挡开；回避|He prefers to parry rather than duck and sway.<br>He could no longer parry the fierce attacks of the latter by simple avoidance.<br>The bad news is that the U.N. is too weak to parry this challenge.<br>Mrs Clinton finds this hard to parry.<br>The parry is the main defensive skill,often followed by the counter-riposte.<br>The question was a quick, shrewd parry .|他喜欢闪避胜过弯腰和摇摆。<br>他不能光是用逃避来抵挡后者的凶猛的攻击了。<br>但坏的方面是联合国的力量太弱了，无法适当处理这个挑战。<br>克林顿夫人发现这一次很难招架。<br>挡、避是主要的防守技术，通常防守中紧跟反还击。<br>这句问话是一种穷急智生的狡猾的遁辞。|大学八级英语单词
大学八级英语单词|parse|英[pɑːz] 美[pɑːrs]|v.从语法上分析<br>n.从语法上分析|I simply couldn't parse what you just said.<br>Let him construe the letter into English, and parse it over perfectly.<br>A parse of a sentential form is the construction of a derivation and possibly a syntax tree for it.|我完全无法对你刚说的话作语法分析。<br>让他把信件逐字翻译成英文，并且完美地对它作语法分析。<br>句型的分析是某个推导（或许是其语法树）的构造过程。|大学八级英语单词
大学八级英语单词|parsimony|英['pɑːsɪməni] 美['pɑːrsəmoʊni]|n.过度节俭；吝啬；简约性|The professor praised the student's writing for its clarity and parsimony of expression.|教授称赞这位学生的写作清晰简洁。|大学八级英语单词
大学八级英语单词|particularize|英[pə'tɪkjələraɪz] 美[pər'tɪkjələraɪz]|v.详细说明；列举；大书特书|Introduce the system structure design of virtual multi-channel analyzer, particularize the functions of every modules and its software implementation method.|介绍了虚拟多道分析系统的系统结构设计，详细说明了虚拟多道各模块的功能及其软件实现方法。|大学八级英语单词
大学八级英语单词|partisan|英[ˌpɑːtɪ'zæn] 美['pɑːrtəzn]|adj.偏袒的；党派性的<br>n.强烈支持者；党羽；游击队员|A true partisan fights for the people's welfare.|真正的党派人士为人民的福祉而战。|大学八级英语单词
大学八级英语单词|pastiche|英[pæ'stiːʃ] 美[pæ'stiːʃ]|n.混成曲；模仿作品|This particular kind of pastiche actually contributed to the failures in Iraq.<br>This elaborate pastiche was too much for me.|这种古怪的大杂烩其实导致了在伊拉克的失败。<br>画这样精致的一幅模仿作品是我力所不能及的。|大学八级英语单词
大学八级英语单词|pathology|英[pə'θɒlədʒi] 美[pə'θɑːlədʒi]|n.病理学|Pathology is the study of disease.<br>All cases were confirmed as RMAL by postoperative pathology.|病理学是研究疾病的科学。<br>所有手术病例，术后病理学诊断均为肾错构瘤。|大学八级英语单词
大学八级英语单词|patina|英['pætɪnə] 美[pə'tiːnə]|n.铜绿；光泽；神情|The cross is finished with an antiqued brown patina.<br>This tripod has a beautiful patina and an air of great antiquity.<br>He looked relaxed and elegant and had the patina of success.|它是古铜色的。<br>这个鼎土花斑驳，古色古香。<br>他神态轻松潇洒，给人成功的印象。|大学八级英语单词
大学八级英语单词|patrician|英[pə'trɪʃn] 美[pə'trɪʃn]|adj.贵族的；显贵的<br>n.贵族|Its patrician dignity was a picturesque sham.<br>She comes from an old patrician family.<br>The old patrician was buried in the family vault .|它的贵族的尊严只是一套华丽的伪装。<br>她出身名门望族。<br>这位老贵族埋在家族的墓地里。|大学八级英语单词
大学八级英语单词|patronize|英['pætrənaɪz] 美['peɪtrənaɪz]|vt.以高人一等的态度对待；经常光顾；资助|He resented the way she patronized him.<br>Some television programmes tend to patronize children.<br>I'll never patronize that store again.<br>The restaurant is patronized by politicians and journalists.<br>Only the well-to-do could afford to patronize them.|她待他那种屈尊纡贵的样子，他十分愤恨。<br>有些电视节目往往以大人的观点对待儿童。<br>我再也不去光顾那家商店了。<br>这家饭馆常有政治家和记者光顾。<br>只有富人才能资助他们。|大学八级英语单词
大学八级英语单词|paucity|英['pɔːsəti] 美['pɔːsəti]|n.少数；少量|The paucity of fruit was caused by the drought.<br>The results are often unsatisfactory because of the paucity of cells.|水果缺乏是由于干旱造成的。<br>因细胞稀少，结果常令人不满意。|大学八级英语单词
大学八级英语单词|paunchy|英['pɔːntʃɪ] 美['pɔːntʃiːˌ 'pɑːn-]|adj.大腹便便的|The door was flung open and there rushed in a paunchy middle-aged man, with inch-long hair cut close to his head.|大门猛然推开，一名只留有一寸长短发、腹大便便的中年男子冲了进来。|大学八级英语单词
大学八级英语单词|peccadillo|英[ˌpekə'dɪləʊ] 美[ˌpekə'dɪloʊ]|n.轻罪；小过失|The politician's peccadillo was quickly forgiven by the public.|公众很快原谅了这位政客的小过失。|大学八级英语单词
大学八级英语单词|pedagogue|英['pedəɡɒɡ] 美['pedəɡɑːɡ]|n.教师；教育者；学究<br>=pedagog.|One of the most important duties of a pedagogue is to teach the pupil how to practice correctly.|指导学生以正确的方法练习是教师最重要的任务之一。|大学八级英语单词
大学八级英语单词|pedant|英['pednt] 美['pednt]|n.学究；卖弄学问者；空谈家；墨守成规的人|You are a pedant, my dear fellow.<br>The old pedant used so many archaisms that half of what he said was unintelligible.|你是个只会夸夸其谈的学究，亲爱的伙计。<br>老学究满口之乎者也，教人半懂不懂。|大学八级英语单词
大学八级英语单词|pedestal|英['pedɪstl] 美['pedɪstl]|n.基架；底座；受人尊敬的地位<br>vt.搁在台上；颂扬|The workers put the statue on its pedestal.<br>The two images stand on a pedestal facing the west.<br>Before it could be transported to the United States, a site had to be found for it and a pedestal had to be built.<br>He put his wife on a pedestal and so was all the more hurt when he found she was capable of deceiving him.<br>He desired not to be pedestalled, but to sink into the crowd.|工人们把雕像放到基座上。<br>两个肖像都座落在面向西面的基架。<br>在雕像可以运往美国之前，必须给它选个场地，还要建造一个雕像底座。<br>他把妻子当作偶像崇拜，因此当他知道她是在欺骗他时，他受到的打击实在太大了。<br>他不愿高高在上，而愿深入到民众当中去。|大学八级英语单词
大学八级英语单词|predestine|英[priː'destɪn] 美[priː'destɪn]|vt.预定；注定|They both felt that they were predestined to spend their lives together.<br>She was obviously predestined to succeed.<br>It seemed that his failure was predestined.|他们俩都觉得他们注定了要在一起生活一辈子。<br>她显然注定了能成功。<br>他的失败似乎是命中注定的。|大学八级英语单词
大学八级英语单词|pediatrics|英[ˌpiːdi'ætrɪks] 美[ˌpiːdi'ætrɪks]|n.[医]小儿科<br>=paediatrics（英）.|But the American Academy of Pediatrics has a warning about such advice.<br>And now a new study in Pediatrics shows that the shoes are particularly dangerous for beginners and girls.|但是小儿科的美国人学院有一警告大约如此的忠告。<br>并且现在一项小儿科的最新研究显示滑轮鞋为初学者和女孩带来了显著的威胁。|大学八级英语单词
大学八级英语单词|peerless|英['pɪələs] 美['pɪrləs]|adj.无比的；出类的；无双的|Chinese silk is peerless in the world simply Because long practice has led to the way of perfection.<br>To be a peerless man is very difficult.<br>His Chinese kung fu is peerless.<br>Welcome to HongKong, a peerless city in entire world.|中国丝绸之所以天下夺魁，是因为长久的实践创造了完美。<br>做一个出类拔萃的人是很不容易的。<br>他的中国功夫是无敌的。<br>欢迎莅临香港，一个举世无双的城市。|大学八级英语单词
大学八级英语单词|peeve|英[piːv] 美[piːv]|v.气恼；怨恨|The iniquities of the unions are her pet peeve at the moment.|此时协会中的歪风邪气是令她最气恼的事。|大学八级英语单词
大学八级英语单词|pejorative|英[pɪ'dʒɒrətɪv] 美[pɪ'dʒɔːrətɪv]|n.轻蔑语<br>adj.贬低的；轻蔑的|The word has a pejorative overtone.<br>I'm using the word 'academic' here in a pejorative sense.|这个单词有点贬义。<br>我这里使用的「学术」一词是贬义的。|大学八级英语单词
大学八级英语单词|pelf|英[pelf] 美[pelf]|n.钱财|After plundering enough pelf, he took a train bound for the border.|在抢得足够的钱财后，他乘上开往边境的火车。|大学八级英语单词
大学八级英语单词|pellucid|英[pə'luːsɪd] 美[pə'luːsɪd]|adj.清澈透明的；易懂的|The pellucid lake water allowed you to see the bottom clearly.|这湖水清澈透明，能清楚地看到湖底。|大学八级英语单词
大学八级英语单词|penchant|英['pɒ̃ʃɒ̃] 美['pentʃənt]|n.喜好（倾向）|She has a penchant for Indian food.|她爱吃印度食物。|大学八级英语单词
大学八级英语单词|penitent|英['penɪtənt] 美['penɪtənt]|adj.忏悔的；悔悟的<br>n.改过迁善的人；忏悔的人；悔罪者|Since he has been penitent,I don't think he will do that again.<br>They all appeared very penitent and begged hard for their lives.<br>A penitent's prayer is an undeniable ambassador.|既然他已经忏悔了，我认为他不会再那样做了。<br>他们一个个表示悔罪，苦苦地哀求饶命。<br>一个忏悔者的祷告是令人无法拒绝的使者。|大学八级英语单词
大学八级英语单词|pensive|英['pensɪv] 美['pensɪv]|adj.沉思的；愁眉苦脸的|He subsided into a pensive state.<br>The painting can inspire a pensive mood.<br>She looked pensive when she heard the news.<br>The woman in this painting has a pensive smile.|他陷入了沉思。<br>这幅画能引人沉思。<br>她听到这消息时神情严肃。<br>这幅画上的女人脸上露出忧郁的微笑。|大学八级英语单词
大学八级英语单词|penury|英['penjəri] 美['penjəri]|n.贫穷；拮据|Laid-off workers fall into penury.<br>Hardship and penury wore him out before his time.|下岗职工陷入贫困。<br>受穷受苦使他未老先衰。|大学八级英语单词
大学八级英语单词|perambulate|英[pə'ræmbjuleɪt] 美[pə'ræmbjuleɪt]|vt.巡行；巡视<br>vi.漫步|"Via spot perambulate, extraction convict footmark.<br>Every evening the local people perambulate around the park.<br>In spot perambulate, discovered the footmark of similar socks.<br>Once Qianlong emperor perambulate here, Ciming for "golden Taiwan afterglow.<br>According to traditions, the selectmen are required by law to perambulate the bounds every five years.|经现场勘查，提取罪犯足迹一枚。<br>每天晚上，当地居民常在这公园里散步。<br>现场勘查中，发现了类似着袜的足迹。<br>有一次乾隆皇帝巡行到此，赐名为「金台夕照」。<br>根据传统法律要求市镇行政管理委员会成员每隔五年巡视边界一次。|大学八级英语单词
大学八级英语单词|perceptible|英[pə'septəbl] 美[pər'septəbl]|adj.可察觉的；能感觉得到的；看得见的|These changes were already perceptible before the war.<br>The price increase has had no perceptible effect on sales.|这些变化在战前就已经感觉得出来了。<br>这次提价没有对销售产生明显的影响。|大学八级英语单词
大学八级英语单词|peremptory|英[pə'remptəri] 美[pə'remptəri]|adj.专横的；不容反抗的；强制的|His peremptory tone irritated everybody.<br>He made a peremptory order.|他那专横的口气激怒了大家。<br>他下达了一个必须服从的命令。|大学八级英语单词
大学八级英语单词|perfervid|英[pɜː'fɜːvɪd] 美[pɜː'fɜːvɪd]|adj.极端或过分热情的|Thank you!But i perfervid my way.<br>The perfervid woman was by this time half in love with a vision.<br>And expression is very earnest, but, osculatory time grew, what can experience him however is kind, and speak with fervor and assurance, perfervid.<br>Small-and-medium sized commercial banks find themselves stuck in this perfervid battle facing great pressure for survival.<br>But i perfervid my way.|谢谢。但是我喜欢这么说。<br>走路的人说的每一句话，她都能听见。他们并没有谈什么秘密。<br>而且表情非常严肃，但是，接触的时间长了，却能感受到他的和蔼，并且侃侃而谈，非常热心。<br>在这场几近白热化的争夺战中，中小商业银行处境艰难，面临着严峻的生存压力。<br>但是我喜欢这么说。|大学八级英语单词
大学八级英语单词|perfidy|英['pɜːfədi] 美['pɜːrfədi]|n.不诚实；不忠；背信弃义|All his usual formalities of perfidy were observed with scrupulous technique.|他所有形式的狡诈与不忠都被极其审慎地记录下来。|大学八级英语单词
大学八级英语单词|perforate|英['pɜːfəreɪt] 美['pɜːrfəreɪt]|v.穿孔于；刺穿<br>adj.有孔的|The music sheet had several perforated pages, ready for binding into a book.|乐谱上有几页被穿孔，准备装订成册。|大学八级英语单词
大学八级英语单词|perfunctorily|英[pə'fʌŋktrəli] 美[pə'fʌŋktrəli]|adv.敷衍地；潦草地；表面地|He thanked everyone perfunctorily after receiving the award.|他在获奖后敷衍地向大家表示感谢。|大学八级英语单词
大学八级英语单词|peripatetic|英[ˌperipə'tetɪk] 美[ˌperipə'tetɪk]|n.巡行者；巡游<br>adj.巡游的；兼职的<br>Peripatetic.<br>n.亚里士多德信徒<br>adj.亚里士多德学派的|Peripatetic music teachers visit the school regularly.|兼职音乐教师定期到校授课。|大学八级英语单词
大学八级英语单词|perjury|英['pɜːdʒəri] 美['pɜːrdʒəri]|n.伪证罪；伪誓；背信弃义|He was accused of perjury with the intention of incriminating his employer.|他被控告犯有意图加罪于其雇主的伪证罪。|大学八级英语单词
大学八级英语单词|permanence|英['pɜːmənəns] 美['pɜːrmənəns]|n.永久；持久|We no longer talk of the permanence of marriage.<br>We believe the permanence of the sun.<br>The spoken word is immediate but lacks permanence.<br>Consumption was affected by permanence income which is determinant.|如今，再没有人说婚姻要天长地久了。<br>我们相信太阳的永恒。<br>口头之言便捷，但缺乏持久性。<br>持久收入是影响消费的决定因素。|大学八级英语单词
大学八级英语单词|permeable|英['pɜːmiəbl] 美['pɜːrmiəbl]|adj.可渗透的；可穿透的|The skin of amphibians is permeable to water.<br>Permeable pavement is not very good for roads with a lot of traffic.|两栖动物的皮肤是透水的。<br>可渗透的路面对高运输量的马路并不有效。|大学八级英语单词
大学八级英语单词|pernicious|英[pə'nɪʃəs] 美[pər'nɪʃəs]|adj.有害的；恶性的|This event had a pernicious influence on society.<br>Pollution of the water supply reached a level pernicious to the health of the population.<br>Lack of intrinsic factor can result in pernicious anemia.|这件事情对社会造成了有害的影响。<br>水源污染已经达到危及居民健康的程度。<br>缺乏内源因素可导致恶性贫血。|大学八级英语单词
大学八级英语单词|peroration|英[ˌperə'reɪʃn] 美[ˌperə'reɪʃn]|n.结语；结论|At last, it gives this fixtures clinic curative effect and peroration.|最后给出了该器械的临床疗效及结论。|大学八级英语单词
